Hybridization REF	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-3659	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3660	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3661	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3662	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-3663	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3664	0	0.000000	N	15	1.640015	N	3	0.533158	N	6	0.623961	N
hsa-mir-3665	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3666	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3667	0	0.000000	N	1	0.109334	N	2	0.355439	N	6	0.623961	N
hsa-mir-3668	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3669	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-367	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3670	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3671	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3672	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3673	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3674	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3675	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3676	152	45.551151	N	376	41.109704	N	326	57.936491	N	192	19.966751	N
hsa-mir-3677	17	5.094537	N	19	2.077352	N	31	5.509298	N	21	2.183863	N
hsa-mir-3678	0	0.000000	N	18	1.968018	N	6	1.066316	N	4	0.415974	N
hsa-mir-3679	0	0.000000	N	1	0.109334	N	2	0.355439	N	1	0.103993	N
hsa-mir-3680	1	0.299679	N	0	0.000000	N	2	0.355439	N	2	0.207987	N
hsa-mir-3681	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-3682	1	0.299679	N	6	0.656006	N	4	0.710877	N	6	0.623961	N
hsa-mir-3683	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3684	0	0.000000	N	3	0.328003	N	0	0.000000	N	0	0.000000	N
hsa-mir-3685	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3686	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3687	6	1.798072	N	26	2.842692	N	20	3.554386	N	15	1.559902	N
hsa-mir-3688	0	0.000000	N	1	0.109334	N	0	0.000000	N	1	0.103993	N
hsa-mir-3689a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3689b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-369	5	1.498393	N	16	1.749349	N	16	2.843509	N	32	3.327792	N
hsa-mir-3690	0	0.000000	N	8	0.874675	N	2	0.355439	N	10	1.039935	N
hsa-mir-3691	0	0.000000	N	2	0.218669	N	5	0.888596	N	5	0.519967	N
hsa-mir-3692	0	0.000000	N	1	0.109334	N	3	0.533158	N	0	0.000000	N
hsa-mir-370	4	1.198714	N	18	1.968018	N	18	3.198947	N	22	2.287857	N
hsa-mir-371	0	0.000000	N	0	0.000000	N	2	0.355439	N	1	0.103993	N
hsa-mir-3713	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3714	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-372	0	0.000000	N	1	0.109334	N	0	0.000000	N	2	0.207987	N
hsa-mir-373	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-374a	954	285.893408	N	1810	197.895118	N	1317	234.056313	N	2372	246.672572	N
hsa-mir-374b	348	104.288161	N	1456	159.190769	Y	882	156.748419	Y	1566	162.853814	Y
hsa-mir-374c	0	0.000000	N	12	1.312012	Y	5	0.888596	Y	5	0.519967	Y
hsa-mir-375	1237	370.702459	N	920	100.587574	N	997	177.186138	N	3291	342.242595	N
hsa-mir-376a-1	0	0.000000	N	1	0.109334	N	1	0.177719	N	6	0.623961	N
hsa-mir-376a-2	0	0.000000	N	3	0.328003	N	0	0.000000	N	5	0.519967	N
hsa-mir-376b	0	0.000000	N	4	0.437337	N	6	1.066316	N	7	0.727954	Y
hsa-mir-376c	7	2.097750	N	10	1.093343	N	15	2.665789	N	30	3.119805	Y
hsa-mir-377	9	2.697108	N	10	1.093343	N	7	1.244035	N	18	1.871883	N
hsa-mir-378	1266	379.393139	N	4842	529.396773	N	2206	392.048768	N	2976	309.484644	N
hsa-mir-378b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-378c	18	5.394215	N	168	18.368166	N	22	3.909825	N	40	4.159740	N
hsa-mir-379	401	120.171128	N	577	63.085902	N	443	78.729648	N	1162	120.840442	N
hsa-mir-380	1	0.299679	N	1	0.109334	N	0	0.000000	N	5	0.519967	N
hsa-mir-381	31	9.290037	N	37	4.045370	N	35	6.220175	N	92	9.567402	N
hsa-mir-382	10	2.996786	N	23	2.514689	N	18	3.198947	N	44	4.575714	N
hsa-mir-383	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-384	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3907	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3908	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3909	9	2.697108	N	9	0.984009	N	20	3.554386	N	13	1.351915	N
hsa-mir-3910-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3910-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3911	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-3912	0	0.000000	N	13	1.421346	N	5	0.888596	N	4	0.415974	N
hsa-mir-3913-1	7	2.097750	N	37	4.045370	N	39	6.931053	N	22	2.287857	N
hsa-mir-3913-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3914-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3914-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3915	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-3916	1	0.299679	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-3917	2	0.599357	N	6	0.656006	N	1	0.177719	N	3	0.311980	N
hsa-mir-3918	0	0.000000	N	1	0.109334	N	0	0.000000	N	1	0.103993	N
hsa-mir-3919	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3920	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-3921	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3922	2	0.599357	N	12	1.312012	N	9	1.599474	N	6	0.623961	N
hsa-mir-3923	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3924	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3925	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3926-1	1	0.299679	N	0	0.000000	N	7	1.244035	N	1	0.103993	N
hsa-mir-3926-2	0	0.000000	N	0	0.000000	N	4	0.710877	N	0	0.000000	N
hsa-mir-3927	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3928	0	0.000000	N	8	0.874675	N	5	0.888596	N	8	0.831948	N
hsa-mir-3929	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3934	1	0.299679	N	16	1.749349	N	11	1.954912	N	17	1.767889	N
hsa-mir-3935	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3936	2	0.599357	N	7	0.765340	N	5	0.888596	N	3	0.311980	N
hsa-mir-3937	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3938	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3939	1	0.299679	N	4	0.437337	N	0	0.000000	N	0	0.000000	N
hsa-mir-3940	1	0.299679	N	14	1.530680	N	12	2.132632	N	9	0.935941	N
hsa-mir-3941	2	0.599357	N	15	1.640015	N	2	0.355439	N	7	0.727954	N
hsa-mir-3942	0	0.000000	N	2	0.218669	N	2	0.355439	N	0	0.000000	N
hsa-mir-3943	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3944	0	0.000000	N	3	0.328003	N	0	0.000000	N	1	0.103993	N
hsa-mir-3945	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-409	13	3.895822	N	29	3.170695	N	32	5.687017	N	85	8.839447	N
hsa-mir-410	15	4.495179	N	24	2.624024	N	34	6.042456	N	39	4.055746	N
hsa-mir-411	4	1.198714	N	6	0.656006	N	0	0.000000	N	8	0.831948	N
hsa-mir-412	5	1.498393	N	3	0.328003	N	5	0.888596	N	5	0.519967	N
hsa-mir-421	13	3.895822	N	10	1.093343	N	12	2.132632	N	33	3.431785	N
hsa-mir-422a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-423	225	67.427691	N	1717	187.727026	N	1255	223.037717	N	1899	197.483649	N
hsa-mir-424	583	174.712638	N	7243	791.908473	N	1296	230.324208	N	5380	559.485008	N
hsa-mir-425	398	119.272093	N	1724	188.492366	N	2457	436.656311	N	2310	240.224975	N
hsa-mir-4251	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4252	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4253	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4254	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4255	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4256	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4257	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4258	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4259	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4260	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4261	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4262	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4263	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4264	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4265	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4266	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4267	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4268	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4269	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4270	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4271	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4272	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4273	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4274	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4275	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4276	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4277	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4278	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4279	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4280	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4281	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4282	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4283-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4283-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4284	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4285	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4286	0	0.000000	N	16	1.749349	N	7	1.244035	N	6	0.623961	N
hsa-mir-4287	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4288	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4289	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-429	98	29.368505	N	532	58.165858	N	265	47.095614	N	607	63.124052	N
hsa-mir-4290	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4291	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4292	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4293	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4294	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4295	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4296	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4297	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4298	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4299	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4300	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4301	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4302	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4303	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4304	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4305	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4306	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-4307	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4308	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4309	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-431	24	7.192287	N	24	2.624024	N	28	4.976140	N	59	6.135616	N
hsa-mir-4310	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4311	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4312	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4313	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4314	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4315-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4315-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4316	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4317	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4318	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4319	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-432	4	1.198714	N	10	1.093343	N	21	3.732105	N	26	2.703831	N
hsa-mir-4320	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4321	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4322	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4323	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4324	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4325	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4326	11	3.296465	N	59	6.450725	N	2	0.355439	N	27	2.807824	N
hsa-mir-4327	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4328	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4329	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-433	7	2.097750	N	3	0.328003	N	3	0.533158	N	10	1.039935	N
hsa-mir-4330	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-448	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-449a	5	1.498393	N	4	0.437337	N	15	2.665789	N	0	0.000000	N
hsa-mir-449b	0	0.000000	N	0	0.000000	N	4	0.710877	N	0	0.000000	N
hsa-mir-449c	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-450a-1	14	4.195501	N	265	28.973595	N	58	10.307719	N	167	17.366914	N
hsa-mir-450a-2	18	5.394215	N	260	28.426923	N	60	10.663158	N	159	16.534966	N
hsa-mir-450b	15	4.495179	N	182	19.898846	N	35	6.220175	N	108	11.231298	N
hsa-mir-451	3315	993.434641	N	14510	1586.440970	N	101504	18039.219450	N	10964	1140.184688	N
hsa-mir-452	79	23.674611	N	363	39.688358	N	284	50.472280	N	855	88.914439	N
hsa-mir-454	5	1.498393	N	43	4.701376	N	39	6.931053	N	42	4.367727	N
hsa-mir-455	304	91.102302	N	11630	1271.558131	N	4562	810.755430	N	8050	837.147641	N
hsa-mir-466	4	1.198714	N	0	0.000000	N	4	0.710877	N	1	0.103993	N
hsa-mir-483	6	1.798072	N	13	1.421346	N	3	0.533158	N	7	0.727954	N
hsa-mir-484	370	110.881091	N	3610	394.696892	N	4516	802.580342	N	3526	366.681066	N
hsa-mir-485	3	0.899036	N	5	0.546672	N	10	1.777193	N	10	1.039935	N
hsa-mir-486	1622	486.078729	N	5774	631.296358	N	40393	7178.615535	N	2977	309.588637	N
hsa-mir-487a	1	0.299679	N	6	0.656006	N	4	0.710877	N	12	1.247922	N
hsa-mir-487b	9	2.697108	N	14	1.530680	N	7	1.244035	N	51	5.303668	N
hsa-mir-488	1	0.299679	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-489	7	2.097750	N	1921	210.031227	N	519	92.236315	N	66	6.863571	N
hsa-mir-490	2	0.599357	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-491	1	0.299679	N	37	4.045370	N	18	3.198947	N	35	3.639772	N
hsa-mir-492	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-493	6	1.798072	N	39	4.264038	N	21	3.732105	N	43	4.471720	N
hsa-mir-494	0	0.000000	N	3	0.328003	N	1	0.177719	N	13	1.351915	N
hsa-mir-495	2	0.599357	N	9	0.984009	N	9	1.599474	N	34	3.535779	N
hsa-mir-496	0	0.000000	N	0	0.000000	N	2	0.355439	N	3	0.311980	N
hsa-mir-497	178	53.342795	N	619	67.677944	N	1196	212.552278	N	1026	106.697327	N
hsa-mir-498	0	0.000000	N	0	0.000000	N	0	0.000000	N	10	1.039935	N
hsa-mir-499	1	0.299679	N	22	2.405355	N	5	0.888596	N	8	0.831948	N
hsa-mir-500a	911	273.007227	Y	1710	186.961686	Y	1126	200.111928	Y	2924	304.076982	Y
hsa-mir-500b	63	18.879753	Y	209	22.850873	Y	100	17.771930	Y	218	22.670582	Y
hsa-mir-501	166	49.746652	N	522	57.072515	N	381	67.711052	N	709	73.731389	N
hsa-mir-502	80	23.974290	Y	382	41.765710	Y	156	27.724210	Y	347	36.085743	Y
hsa-mir-503	14	4.195501	N	151	16.509482	N	64	11.374035	N	118	12.271233	N
hsa-mir-504	41	12.286824	N	64	6.997396	N	26	4.620702	N	33	3.431785	N
hsa-mir-505	90	26.971076	N	1499	163.892144	N	1027	182.517717	N	1152	119.800507	N
hsa-mir-506	0	0.000000	N	2	0.218669	N	1	0.177719	N	2	0.207987	N
hsa-mir-507	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-508	41	12.286824	N	161	17.602825	N	21	3.732105	N	82	8.527467	N
hsa-mir-509-1	8	2.397429	N	16	1.749349	N	7	1.244035	N	21	2.183863	N
hsa-mir-509-2	14	4.195501	N	27	2.952027	N	3	0.533158	N	18	1.871883	N
hsa-mir-509-3	19	5.693894	N	31	3.389364	N	3	0.533158	N	26	2.703831	N
hsa-mir-510	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-511-1	3	0.899036	N	34	3.717367	N	26	4.620702	N	8	0.831948	N
hsa-mir-511-2	8	2.397429	N	40	4.373373	N	29	5.153860	N	15	1.559902	N
hsa-mir-512-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	17	1.767889	N
hsa-mir-512-2	0	0.000000	N	1	0.109334	N	0	0.000000	N	14	1.455909	N
hsa-mir-513a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-513a-2	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-513b	0	0.000000	N	3	0.328003	N	0	0.000000	N	0	0.000000	N
hsa-mir-513c	4	1.198714	N	12	1.312012	N	2	0.355439	N	0	0.000000	N
hsa-mir-514-1	4	1.198714	N	37	4.045370	N	3	0.533158	N	16	1.663896	N
hsa-mir-514-2	1	0.299679	N	26	2.842692	N	1	0.177719	N	20	2.079870	N
hsa-mir-514-3	4	1.198714	N	24	2.624024	N	2	0.355439	N	20	2.079870	N
hsa-mir-514b	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-515-1	0	0.000000	N	1	0.109334	N	0	0.000000	N	8	0.831948	N
hsa-mir-515-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	7	0.727954	N
hsa-mir-516a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	20	2.079870	Y
hsa-mir-516a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	14	1.455909	N
hsa-mir-516b-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	9	0.935941	N
hsa-mir-516b-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.311980	N
hsa-mir-517a	0	0.000000	N	0	0.000000	N	0	0.000000	N	132	13.727141	Y
hsa-mir-517b	0	0.000000	N	0	0.000000	N	0	0.000000	N	132	13.727141	Y
hsa-mir-517c	0	0.000000	N	0	0.000000	N	0	0.000000	N	13	1.351915	Y
hsa-mir-518a-1	0	0.000000	N	0	0.000000	N	1	0.177719	N	28	2.911818	Y
hsa-mir-518a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	22	2.287857	Y
hsa-mir-518b	2	0.599357	N	0	0.000000	N	1	0.177719	N	49	5.095681	N
hsa-mir-518c	0	0.000000	N	0	0.000000	N	0	0.000000	N	23	2.391850	N
hsa-mir-518d	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-518e	0	0.000000	N	1	0.109334	N	0	0.000000	N	52	5.407662	Y
hsa-mir-518f	0	0.000000	N	0	0.000000	N	0	0.000000	N	13	1.351915	N
hsa-mir-519a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	25	2.599837	N
hsa-mir-519a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	27	2.807824	Y
hsa-mir-519b	0	0.000000	N	0	0.000000	N	0	0.000000	N	6	0.623961	N
hsa-mir-519c	0	0.000000	N	1	0.109334	N	0	0.000000	N	6	0.623961	N
hsa-mir-519d	0	0.000000	N	0	0.000000	N	0	0.000000	N	23	2.391850	N
hsa-mir-519e	0	0.000000	N	0	0.000000	N	0	0.000000	N	4	0.415974	N
hsa-mir-520a	0	0.000000	N	1	0.109334	N	0	0.000000	N	51	5.303668	N
hsa-mir-520b	0	0.000000	N	0	0.000000	N	0	0.000000	N	14	1.455909	Y
hsa-mir-520c	0	0.000000	N	0	0.000000	N	0	0.000000	N	7	0.727954	Y
hsa-mir-520d	0	0.000000	N	0	0.000000	N	1	0.177719	N	12	1.247922	N
hsa-mir-520e	0	0.000000	N	0	0.000000	N	0	0.000000	N	6	0.623961	N
hsa-mir-520f	0	0.000000	N	0	0.000000	N	0	0.000000	N	23	2.391850	N
hsa-mir-520g	0	0.000000	N	0	0.000000	N	0	0.000000	N	8	0.831948	Y
hsa-mir-520h	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.311980	Y
hsa-mir-521-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	8	0.831948	N
hsa-mir-521-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-522	0	0.000000	N	0	0.000000	N	0	0.000000	N	12	1.247922	Y
hsa-mir-523	0	0.000000	N	0	0.000000	N	0	0.000000	N	6	0.623961	N
hsa-mir-524	0	0.000000	N	0	0.000000	N	1	0.177719	N	5	0.519967	N
hsa-mir-525	0	0.000000	N	0	0.000000	N	0	0.000000	N	39	4.055746	Y
hsa-mir-526a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-526a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-526b	0	0.000000	N	0	0.000000	N	1	0.177719	N	63	6.551590	N
hsa-mir-527	0	0.000000	N	0	0.000000	N	0	0.000000	N	21	2.183863	Y
hsa-mir-532	5807	1740.233773	N	10172	1112.148694	N	5792	1029.350164	N	11651	1211.628220	N
hsa-mir-539	2	0.599357	N	1	0.109334	N	6	1.066316	N	11	1.143928	N
